27/03/2024,09:36:02,b'170,211,38.388505,21.811612,27/3/2024,7:36:3,0.05,0.17,0.00,31.50,3,333,1009.98,21.60,00000000000000&/ f\xee\\\xb0q*\x8d&\x9b&\xb70\xf0\xca\xa5\xea\x00\xadN\xf5\xe9\x9b\x97\x83\xa2(\x0f\xd4\xc0\r\n',,,
27/03/2024,09:36:02,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:02,b'170,211,38.388505,21.811612,27/3/2024,7:36:3,0.05,0.17,0.00,31.50,3,333,1009.98,21.60,00000000000000\r\n',,,
27/03/2024,09:36:04,b'171,212,38.388505,21.811612,27/3/2024,7:36:4,0.05,0.17,0.00,31.50,3,333,1009.98,21.60,"00000000000000\x03\x15<LcE\x1d\xec\xd0Q\x06\xa2\xc2\xb9_;\xde\x89\x81\xb8\x0f\x82\xfa\xe2/\xff}\xa9\x8d""\x84H\r\n'",,,
27/03/2024,09:36:04,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:04,b'171,212,38.388505,21.811612,27/3/2024,7:36:4,0.05,0.17,0.00,31.50,3,333,1009.98,21.60,00000000000000\r\n',,,
27/03/2024,09:36:05,b'172,213,38.388505,21.811612,27/3/2024,7:36:6,0.05,0.17,0.00,31.50,3,333,1009.96,21.60,00000000000000I\x9d\x1fJ+\x99\xb8\n',,,
27/03/2024,09:36:05,b'`v\xb0\xc4]\xa1\x93\xccYTw!\xb8X\x19\xde\x89\xd0\xc1^\xb5\xbf\xa1K\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:05,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:05,b'172,213,38.388505,21.811612,27/3/2024,7:36:6,0.05,0.17,0.00,31.50,3,333,1009.96,21.60,00000000000000\r\n',,,
27/03/2024,09:36:07,b'173,214,38.388505,21.811612,27/3/2024,7:36:7,0.05,0.17,0.00,31.50,3,333,1009.95,21.62,00000000000000\xe3K\xc4\xf4\\@2\xe47A\x7fJ\xeep\xce\x1cy\xd3c\xac/\xac\x05^GHw\xd7\xc6C\xb4c\r\n',,,
27/03/2024,09:36:07,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:07,b'173,214,38.388505,21.811612,27/3/2024,7:36:7,0.05,0.17,0.00,31.50,3,333,1009.95,21.62,00000000000000\r\n',,,
27/03/2024,09:36:08,"b""174",215,38.388505,21.811612,27/3/2024,7:36:9,0.05,0.17,0.00,31.50,3,333,1009.90,21.63,"00000000000000A[}t\xaeW9oe\x87\xe2'\xe6WIx\xee@E\x14J\x86\xd6\xca\xe0\xe0\x86>\xb3\x89\xdd}\r\n""",,,
27/03/2024,09:36:08,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:08,b'174,215,38.388505,21.811612,27/3/2024,7:36:9,0.05,0.17,0.00,31.50,3,333,1009.90,21.63,00000000000000\r\n',,,
27/03/2024,09:36:10,b'175,216,38.388505,21.811612,27/3/2024,7:36:10,0.05,0.17,0.00,31.50,3,333,1009.93,21.62,0000000000000\x94>\xf5\xca\xb3\x15)\x9d\xfb($|VD\xf4\xcf2\xdcN\xa8\xa8\x93\x16\x93\xef QdL:\xb4\xb4\r\n',,,
27/03/2024,09:36:10,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:10,b'175,216,38.388505,21.811612,27/3/2024,7:36:10,0.05,0.17,0.00,31.50,3,333,1009.93,21.62,0000000000000\r\n',,,
27/03/2024,09:36:11,b'176,217,38.388505,21.811612,27/3/2024,7:36:12,0.05,0.17,0.00,31.50,3,333,1009.93,21.64,0000000000000wU\xf5\xd4\x1a\xab5 \x91\xc9[_\xcb\x9d|P}\xaa|\x13\xb7\xfe^\x7f\xce\xc2#\xdad\x05t\xab\r\n',,,
27/03/2024,09:36:11,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:11,b'176,217,38.388505,21.811612,27/3/2024,7:36:12,0.05,0.17,0.00,31.50,3,333,1009.93,21.64,0000000000000\r\n',,,
27/03/2024,09:36:13,b'177,218,38.388505,21.811612,27/3/2024,7:36:13,0.05,0.17,0.00,31.50,3,333,1009.92,21.63,0000000000000Zf]\xfe\xc4w\x8d\x02\x19oB\xfd\xbe\xfdc\x04\n',,,
27/03/2024,09:36:13,b'\x80\xefF51\x8c\x87\x99ukV\xa9\xf9\x9eo\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:13,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:13,b'177,218,38.388505,21.811612,27/3/2024,7:36:13,0.05,0.17,0.00,31.50,3,333,1009.92,21.63,0000000000000\r\n',,,
27/03/2024,09:36:14,b'178,219,38.388505,21.811612,27/3/2024,7:36:15,0.05,0.17,0.00,31.50,3,333,1009.92,21.65,0000000000000D\xa9\t\xf7\x8e\x7f\xe1\xd2\xe5xgM\xca\x05\x10\x8d\xa0\x914\x02\xe4\xf1\xda\x04\xf2\xa6\x86U\xee\xc2P\x10\r\n',,,
27/03/2024,09:36:14,b'\r\n',,,,,,,,,,,,,,,,,
27/03/2024,09:36:14,b'178,219,38.388505,21.811612,27/3/2024,7:36:15,0.05,0.17,0.00,31.50,3,333,1009.92,21.65,0000000000000\r\n',,,
